EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 15-03-2024
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at https://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 46 STANAME: Station name
 48- 49 CN     : Country code (ISO3116 countrycodes)
 51- 59 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 61- 70 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 72- 76 HGTH   : Station elevation in meters

STAID,STANAME                                 ,CN,      LAT,       LON,HGHT
 4872,SCHONUNGEN-MAINBERG                         ,DE  ,+50:03:32,+010:17:54,  304
 4873,BRAKE                                       ,DE  ,+53:19:03,+008:28:48,    1
 4874,BRAKE-SUDERFELD                             ,DE  ,+53:17:51,+008:27:14,    0
 4875,BRAMSCHE                                    ,DE  ,+52:24:18,+007:58:23,   58
 4876,BRANDE-HORNERKIRCHEN                        ,DE  ,+53:51:24,+009:42:59,    9
 4877,BRANDENBURG-GORDEN                          ,DE  ,+52:24:54,+012:33:06,   35
 4878,HAGENBUCHACH                                ,DE  ,+49:32:11,+010:46:18,  384
 4879,BRAUNLAGE                                   ,DE  ,+51:43:30,+010:36:14,  607
 4880,BRAUNSCHWEIG-GLIESMARODE                    ,DE  ,+52:16:32,+010:34:00,   83
 4881,BRAUNSCHWEIG (T.H.)                         ,DE  ,+52:16:19,+010:32:04,   75
 4882,BRAUNSCHWEIG                                ,DE  ,+52:17:25,+010:26:54,   81
 4883,BREITSOL                                    ,DE  ,+49:54:10,+009:25:45,  585
 4884,BREMEN-SEEFAHRTSCHULE                       ,DE  ,+53:06:06,+008:47:03,    4
 4885,BREMERHAVEN                                 ,DE  ,+53:32:04,+008:34:37,    7
 4886,BREMERHAVEN-SPECKENBUTTEL                   ,DE  ,+53:35:21,+008:36:08,    8
 4887,BREMERVORDE (A)                             ,DE  ,+53:28:45,+009:09:23,    5
 4888,BREMERVORDE                                 ,DE  ,+53:29:56,+009:10:23,    3
 4889,BREMERVORDE-NIEDEROCHTENHAUSEN              ,DE  ,+53:31:58,+009:10:03,    5
 4890,ESCHBACH                                    ,DE  ,+47:53:12,+007:39:42,  234
 4891,ELSENDORF-HORNECK                           ,DE  ,+48:42:11,+011:51:02,  425
 4892,LIEBENBURG-OTHFRESEN                        ,DE  ,+52:00:38,+010:23:44,  187
 4893,ALBSTADT-EBINGEN                            ,DE  ,+48:12:21,+009:02:17,  712
 4894,SIEGSDORF-HOLL                              ,DE  ,+47:50:08,+012:39:23,  721
 4895,BIELEFELD-DEPPENDORF                        ,DE  ,+52:04:22,+008:27:28,  105
 4896,BRETTEN                                     ,DE  ,+49:01:35,+008:42:59,  185
 4897,BRILON                                      ,DE  ,+51:24:12,+008:33:42,  472
 4898,FREUDENBERG/MAIN-BOXTAL                     ,DE  ,+49:45:52,+009:24:23,  193
 4899,ALBSTADT-BADKAP                             ,DE  ,+48:12:59,+008:58:45,  759
 4900,BROMBACHTAL-KIRCH-BROMBACH                  ,DE  ,+49:44:08,+008:57:24,  290
 4901,HATTSTEDT                                   ,DE  ,+54:31:41,+009:02:38,    5
 4902,BROTTERODE                                  ,DE  ,+50:49:45,+010:27:19,  600
 4903,ALBSTADT-ONSTMETTINGEN                      ,DE  ,+48:16:39,+009:00:03,  794
 4904,DONAUWORTH-OSTERWEILER                      ,DE  ,+48:44:09,+010:44:34,  434
 4905,OLBERSLEBEN                                 ,DE  ,+51:09:07,+011:19:59,  160
 4906,TREUEN                                      ,DE  ,+50:32:48,+012:17:12,  465
 4907,ARNSBERG-NEHEIM                             ,DE  ,+51:27:52,+007:58:44,  159
 4908,HERMARINGEN-ALLEWIND                        ,DE  ,+48:36:38,+010:16:09,  468
 4909,DEUTSCHNEUDORF-BRUDERWIESE                  ,DE  ,+50:37:15,+013:28:59,  688
 4910,PRACKENBACH-NEUHAUSEL                       ,DE  ,+49:06:34,+012:49:28,  588
 4911,FELDBERG/MECKLENBURG                        ,DE  ,+53:19:03,+013:25:03,  115
 4912,JESSNITZ                                    ,DE  ,+51:40:59,+012:18:20,   74
 4913,ALFELD                                      ,DE  ,+51:58:01,+009:48:15,  144
 4914,EISENACH                                    ,DE  ,+51:00:09,+010:21:48,  312
 4915,FEUCHTWANGEN-HEILBRONN                      ,DE  ,+49:09:47,+010:22:01,  475
 4916,BRUCKEN                                     ,DE  ,+49:37:53,+007:06:56,  390
 4917,WALDMUNCHEN                                 ,DE  ,+49:23:31,+012:41:07,  499
 4918,BORKUM-FLUGPLATZ                            ,DE  ,+53:36:00,+006:42:11,    3
 4919,AHAUS                                       ,DE  ,+52:04:58,+006:56:30,   46
 4920,HECKELBERG                                  ,DE  ,+52:44:45,+013:50:31,   82
 4921,BAD BRUCKENAU (A)                           ,DE  ,+50:18:33,+009:47:04,  310
 4922,HOYERSWERDA                                 ,DE  ,+51:27:02,+014:15:15,  116
 4923,WUNSIEDEL-SCHONBRUNN                        ,DE  ,+50:01:54,+011:58:27,  622
 4924,GOTTFRIEDING                                ,DE  ,+48:39:38,+012:32:25,  350
 4925,HOHERODSKOPF/VOGELSBERG                     ,DE  ,+50:30:30,+009:13:28,  743
 4926,ALDERSBACH-KRIESTORF                        ,DE  ,+48:37:00,+013:03:07,  340
 4927,LEUTKIRCH-HERLAZHOFEN                       ,DE  ,+47:47:47,+010:02:00,  672
 4928,NEU-ULRICHSTEIN                             ,DE  ,+50:45:11,+009:01:24,  350
 4929,NEUHUTTEN/SPESSART                          ,DE  ,+50:00:33,+009:25:30,  340
 4930,LANGENWETZENDORF-GOTTENDORF                 ,DE  ,+50:39:43,+012:04:37,  390
 4931,KREIPITZSCH BEI BAD KOSEN                   ,DE  ,+51:06:20,+011:42:45,  246
 4932,PIDING                                      ,DE  ,+47:46:23,+012:54:32,  458
 4933,PADENSTEDT (PONY-PARK)                      ,DE  ,+54:01:14,+009:55:36,   17
 4934,VEILSDORF                                   ,DE  ,+50:25:04,+010:49:00,  397
 4935,OBERHACHING-LAUFZORN                        ,DE  ,+48:00:50,+011:33:14,  604
 4936,WITTINGEN-VORHOP                            ,DE  ,+52:38:38,+010:39:51,   72
 4937,KR. NECKAR-ODENWALD BUCHEN                  ,DE  ,+49:31:09,+009:19:21,  340
 4938,BUCHENBACH                                  ,DE  ,+47:57:47,+007:59:56,  445
 4939,BUCHHOLZ IN DER NORDHEIDE                   ,DE  ,+53:21:24,+009:56:12,   77
 4940,BUCHEL (FLUGPLATZ)                          ,DE  ,+50:10:26,+007:03:47,  477
 4941,BUCKEBURG                                   ,DE  ,+52:16:54,+009:05:16,   68
 4942,BUDINGEN                                    ,DE  ,+50:16:41,+009:07:04,  148
 4943,BUHLERTAL                                   ,DE  ,+48:41:48,+008:10:31,  190
 4944,BUHLERTAL-OBERTAL                           ,DE  ,+48:40:31,+008:10:50,  478
 4945,ALFHAUSEN                                   ,DE  ,+52:29:11,+007:54:46,   65
 4946,BUHLENBERG                                  ,DE  ,+49:39:47,+007:06:38,  530
 4947,SCHLUSSELFELD (KLARANLAGE)                  ,DE  ,+49:44:45,+010:38:40,  290
 4948,BURGWALD-BOTTENDORF                         ,DE  ,+51:01:54,+008:48:56,  293
 4950,CARLSFELD                                   ,DE  ,+50:25:55,+012:36:46,  897
 4951,CELLE (STADT)                               ,DE  ,+52:36:59,+010:04:26,   33
 4952,CELLE                                       ,DE  ,+52:35:43,+010:01:41,   39
 4953,PEMFLING-PITZLING                           ,DE  ,+49:15:05,+012:36:20,  389
 4954,CHEMNITZ                                    ,DE  ,+50:47:33,+012:52:24,  418
 4955,CHIEMING                                    ,DE  ,+47:53:07,+012:32:30,  551
 4956,CLAUSTHAL-ZELLERFELD                        ,DE  ,+51:47:30,+010:20:53,  585
 4957,CLOPPENBURG                                 ,DE  ,+52:50:44,+008:03:47,   42
 4958,LAUTERTAL-OBERLAUTER                        ,DE  ,+50:18:29,+010:58:09,  345
 4959,COTTBUS (FLUGPLATZ)                         ,DE  ,+51:46:00,+014:16:59,   68
 4960,CRAILSHEIM-ALEXANDERSREUT                   ,DE  ,+49:05:57,+010:05:57,  423
 4961,CRIMMITSCHAU                                ,DE  ,+50:48:57,+012:23:00,  269
 4962,DACHWIG                                     ,DE  ,+51:04:42,+010:51:50,  170
 4963,DARMSTADT                                   ,DE  ,+49:52:54,+008:40:39,  162
 4964,DARMSTADT (A)                               ,DE  ,+49:50:47,+008:37:30,  122
 4965,DARMSTADT-BOTANISCHER GARTEN                ,DE  ,+49:52:14,+008:40:50,  169
 4966,ALSFELD-EIFA                                ,DE  ,+50:44:44,+009:20:48,  300
 4967,DEGGENHAUSERTAL-AZENWEILER                  ,DE  ,+47:48:06,+009:24:42,  708
 4968,ALSFELD-REIBERTENROD                        ,DE  ,+50:46:13,+009:15:19,  269
 4969,DESSAU                                      ,DE  ,+51:51:09,+012:15:11,   60
 4970,DEUSELBACH                                  ,DE  ,+49:45:47,+007:03:20,  481
 4971,DIEPHOLZ                                    ,DE  ,+52:35:25,+008:20:47,   39
 4972,DIERFELD                                    ,DE  ,+50:05:03,+006:53:27,  413
 4973,DIESBAR-SEUSSLITZ                           ,DE  ,+51:14:29,+013:25:05,  100
 4974,DIETENHOFEN                                 ,DE  ,+49:25:01,+010:40:27,  405
 4975,DILLENBURG                                  ,DE  ,+50:43:57,+008:15:47,  314
 4976,DILLINGEN/DONAU                             ,DE  ,+48:34:15,+010:29:58,  420
 4977,DILLINGEN/DONAU-FRISTINGEN                  ,DE  ,+48:33:25,+010:33:39,  419
 4978,ALTASTENBERG                                ,DE  ,+51:11:25,+008:28:05,  839
 4979,DIPPOLDISWALDE-REINBERG                     ,DE  ,+50:55:05,+013:42:52,  365
 4980,ORAN-HOPITAL MILITAIRE                      ,DZ  ,+35:43:47,-000:39:00,   50
 4981,BJORKELANGEN                                ,NO  ,+59:52:59,+011:34:59,  131
 4982,BJORKELANGEN II                             ,NO  ,+59:53:22,+011:34:53,  135
 4983,UKKESTAD                                    ,NO  ,+60:10:27,+011:03:03,  187
 4984,BLEKSLITJERN                                ,NO  ,+59:48:34,+010:37:57,  104
 4985,AS - RUSTADSKOGEN                           ,NO  ,+59:40:00,+010:48:00,  120
 4986,GJETTUM                                     ,NO  ,+59:54:23,+010:30:57,   67
 4987,OVREVOLL                                    ,NO  ,+59:56:24,+010:37:19,  125
 4988,EIKELAND                                    ,NO  ,+58:48:12,+009:05:53,   42
 4989,RISOR BRANNSTASJON                          ,NO  ,+58:43:05,+009:12:37,   36
 4990,ARENDAL BRANNSTASJON                        ,NO  ,+58:28:05,+008:45:33,   44
 4991,BOYLEFOSS                                   ,NO  ,+58:35:48,+008:43:00,   63
 4992,NELAUG                                      ,NO  ,+58:39:29,+008:37:53,  142
 4993,LANDVIK                                     ,NO  ,+58:20:24,+008:31:21,    6
 4994,DOVLAND                                     ,NO  ,+58:31:22,+008:02:29,  259
 4995,BYKLE - KULTRAN                             ,NO  ,+59:21:06,+007:20:48,  599
 4996,BYGLANDSFJORD                               ,NO  ,+58:40:00,+007:48:00,  207
 4997,BYGLANDSFJORD II                            ,NO  ,+58:39:56,+007:48:42,  206
 4998,BYGLANDSFJORD - SOLBAKKEN                   ,NO  ,+58:40:01,+007:48:03,  212
 4999,GLITRE                                      ,NO  ,+59:52:05,+010:03:23,  375
 5000,GOL - STAKE                                 ,NO  ,+60:43:09,+008:56:51,  542
 5001,ALTA LUFTHAVN                               ,NO  ,+69:58:39,+023:21:29,    3
 5002,HAMMERFEST LUFTHAVN                         ,NO  ,+70:40:50,+023:40:37,   81
 5003,HONNINGSVAG LUFTHAVN                        ,NO  ,+71:00:38,+025:58:41,   14
 5004,MEHAMN LUFTHAVN                             ,NO  ,+71:01:59,+027:49:46,   13
 5006,PORSA II                                    ,NO  ,+70:23:57,+023:37:32,   38
 5007,REPVAG                                      ,NO  ,+70:46:23,+025:36:57,    3
 5008,SIRBMA                                      ,NO  ,+70:01:08,+027:24:50,   51
 5010,VEINES I NEIDEN                             ,NO  ,+69:42:14,+029:15:07,   44
 5011,SKOGFOSS                                    ,NO  ,+69:22:23,+029:41:40,   55
 5012,LINNES                                      ,NO  ,+61:33:29,+012:29:56,  564
 5013,HEGGERISET - NORDSTRAND                     ,NO  ,+61:41:04,+011:59:47,  481
 5014,ELLEFSPLASS                                 ,NO  ,+62:12:14,+011:27:09,  713
 5015,ATNDALEN - RONNINGEN                        ,NO  ,+61:47:29,+010:30:10,  535
 5016,ATNDALEN - ERIKSRUD                         ,NO  ,+61:58:21,+010:01:44,  731
 5017,HAMAR II                                    ,NO  ,+60:48:03,+011:05:52,  132
 5018,HAMAR - STAVSBERG                           ,NO  ,+60:49:05,+011:04:10,  221
 5019,ELVERUM - VIER                              ,NO  ,+60:55:00,+011:36:00,  221
 5020,ELVERUM II                                  ,NO  ,+60:54:00,+011:34:59,  190
 5021,ELVERUM                                     ,NO  ,+60:52:59,+011:34:00,  188
 5022,VALDALEN                                    ,NO  ,+62:04:32,+012:10:19,  794
 5023,ELVERUM - FAGERTUN                          ,NO  ,+60:54:38,+011:35:35,  230
 5024,AKRESTROMMEN                                ,NO  ,+61:41:48,+011:12:20,  260
 5025,VEA                                         ,NO  ,+60:57:11,+010:40:51,  161
 5026,MESNA - TYRIA                               ,NO  ,+61:06:51,+010:40:19,  520
 5027,EIKEMO                                      ,NO  ,+59:51:33,+006:16:42,  178
 5028,HUSNES                                      ,NO  ,+59:51:51,+005:46:10,   13
 5029,EIKANGER - MYR                              ,NO  ,+60:37:23,+005:22:50,   72
 5030,BRANDSET                                    ,NO  ,+60:47:38,+006:41:34,  460
 5031,MIDTLAEGER                                  ,NO  ,+59:50:02,+006:59:29, 1079
 5032,OPSTVEIT                                    ,NO  ,+59:51:29,+006:01:00,   38
 5033,MAURANGER KRAFTSTASJON                      ,NO  ,+60:07:55,+006:19:50,   33
 5034,KVALE                                       ,NO  ,+60:16:49,+006:22:58,  342
 5035,OYSTESE - BORGE                             ,NO  ,+60:22:44,+006:11:34,  108
 5036,KALDESTAD                                   ,NO  ,+60:33:14,+006:01:32,  514
 5037,MATRE KRAFTSTASJON                          ,NO  ,+60:52:26,+005:35:36,    7
 5038,JORDALEN - NASEN                            ,NO  ,+60:54:01,+006:43:27,  614
 5039,FISKABYGD                                   ,NO  ,+62:06:11,+005:34:54,   41
 5040,GRONNING                                    ,NO  ,+62:19:44,+007:30:46,  312
 5041,BRUSDALSVATN II                             ,NO  ,+62:27:52,+006:23:45,   27
 5042,HILDRE                                      ,NO  ,+62:36:12,+006:19:26,   13
 5043,ERESFJORD                                   ,NO  ,+62:39:48,+008:06:23,   14
 5044,ISTAD KRAFTSTASJON                          ,NO  ,+62:48:18,+007:42:01,   20
 5045,HAFSAS                                      ,NO  ,+62:30:33,+008:58:37,  698
 5046,SVINOY FYR                                  ,NO  ,+62:19:45,+005:16:05,   38
 5048,KRISTIANSUND - KARIHOLA                     ,NO  ,+63:07:31,+007:42:15,   39
 5050,REINSET KRAFTSTASJON                        ,NO  ,+62:48:19,+008:30:16,   92
 5051,SMOLA - MOLDSTAD                            ,NO  ,+63:25:10,+008:03:47,   30
 5052,ORSTA-VOLDA LUFTHAVN                        ,NO  ,+62:10:51,+006:04:50,   74
 5053,SAEBO                                       ,NO  ,+62:12:10,+006:27:56,   21
 5054,VIGRA                                       ,NO  ,+62:33:42,+006:06:54,   22
 5055,ALVUNDFJORD                                 ,NO  ,+62:50:04,+008:31:17,    5
 5057,BARDAL                                      ,NO  ,+66:13:01,+013:23:30,   39
 5058,FAMVATNET                                   ,NO  ,+65:47:47,+014:29:13,  510
 5059,BJORKASEN                                   ,NO  ,+68:19:49,+016:47:17,   53
 5061,LONSDAL                                     ,NO  ,+66:44:35,+015:27:00,  511
 5062,KJERRINGOY - OS                             ,NO  ,+67:32:18,+014:50:25,   15
 5063,KVITFOSSEN I VAGAN                          ,NO  ,+68:19:13,+014:39:11,    3
 5064,KONGSMARKA                                  ,NO  ,+68:14:09,+014:28:26,   29
 5065,LEKNES LUFTHAVN                             ,NO  ,+68:09:18,+013:36:54,   26
 5067,MO I RANA III                               ,NO  ,+66:18:24,+014:09:15,   41
 5068,SUNDSFJORD                                  ,NO  ,+66:58:15,+014:09:15,   11
 5069,VALLJORD                                    ,NO  ,+67:21:38,+015:35:21,    3
 5072,REINE                                       ,NO  ,+67:55:54,+013:05:30,   17
 5075,BURAN                                       ,NO  ,+63:43:12,+011:32:36,  182
 5076,MAERE                                       ,NO  ,+63:56:11,+011:25:00,   20
 5077,LEKSVIK - MYRAN                             ,NO  ,+63:41:08,+010:36:27,  138
 5079,OTTEROY                                     ,NO  ,+64:31:22,+011:16:50,   36
 5080,VERA                                        ,NO  ,+63:48:02,+012:23:13,  368
 5081,UTGARD                                      ,NO  ,+64:07:00,+011:44:22,   50
 5082,OVERHALLA - UNNSET                          ,NO  ,+64:28:51,+011:50:17,   26
 5083,SKLINNA FYR                                 ,NO  ,+65:12:07,+010:59:47,   23
 5084,SORE BREKKOM                                ,NO  ,+61:27:46,+010:19:04,  780
 5085,VENABU                                      ,NO  ,+61:39:05,+010:06:30,  930
 5086,HOVDGRENDA                                  ,NO  ,+61:39:51,+009:58:27,  666
 5087,OLSTAPPEN                                   ,NO  ,+61:30:57,+009:24:30,  630
 5088,LESJA - SVANBORG                            ,NO  ,+62:06:20,+008:55:09,  551
 5089,SOGNEFJELLHYTTA                             ,NO  ,+61:33:52,+007:59:52, 1413
 5090,EINAVATN                                    ,NO  ,+60:35:43,+010:38:25,  406
 5091,VAGAMO - N GRINDSTUGU                       ,NO  ,+61:52:24,+009:05:34,  371
 5092,HOVRINGEN                                   ,NO  ,+61:53:25,+009:28:18,  935
 5093,LOKEN I VOLBU                               ,NO  ,+61:07:18,+009:03:47,  521
 5094,FILEFJELL - KYRKJESTOLANE                   ,NO  ,+61:10:41,+008:06:45,  956
 5095,HEDAL I VALDRES                             ,NO  ,+60:37:00,+009:43:00,  503
 5096,HEDAL I VALDRES II                          ,NO  ,+60:37:10,+009:43:33,  474
 5097,OSLO - VESTLI                               ,NO  ,+59:58:00,+010:55:59,  200
 5098,OSLO - BLINDERN PLU                         ,NO  ,+59:56:31,+010:43:12,   94
 5099,ASKIM II                                    ,NO  ,+59:35:13,+011:09:57,  141
 5100,FLOTER                                      ,NO  ,+59:29:47,+011:00:47,  131
 5101,HELLAND I GJESDAL                           ,NO  ,+58:45:18,+006:00:48,  280
 5102,IMS                                         ,NO  ,+58:54:20,+005:58:01,    2
 5103,KARMOY - BREKKEVANN                         ,NO  ,+59:16:09,+005:15:47,   19
 5105,KARMOY - HYDRO                              ,NO  ,+59:19:12,+005:19:09,    8
 5106,SANDNES - ROVIK                             ,NO  ,+58:51:57,+005:45:43,   19
 5107,OLTEDAL                                     ,NO  ,+58:49:42,+006:03:19,   44
